地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2011/08/08,23:01:43.8,茨城県北部,36°42.4′N,140°35.2′E,9 km,2.9,震度１
2011/08/08,21:56:44.9,宮城県沖,38°44.4′N,141°43.3′E,52 km,3.4,震度１
2011/08/08,21:35:23.8,十勝地方中部,42°42.3′N,142°55.4′E,89 km,3.8,震度２
2011/08/08,21:29:39.0,岩手県沖,40°02.4′N,142°03.6′E,38 km,3.3,震度１
2011/08/08,19:57:53.0,宮城県沖,38°33.4′N,141°41.4′E,55 km,2.8,震度１
2011/08/08,17:34:28.0,茨城県北部,36°43.1′N,140°36.1′E,7 km,2.9,震度１
2011/08/08,16:32:44.6,伊予灘,33°30.7′N,132°11.7′E,50 km,3.3,震度１
2011/08/08,16:19:56.0,福島県沖,37°27.6′N,141°25.5′E,47 km,4.2,震度３
2011/08/08,14:24:30.1,福島県会津,37°41.0′N,139°56.3′E,8 km,2.8,震度２
2011/08/08,14:11:59.0,宮城県沖,38°53.1′N,142°00.1′E,47 km,3.4,震度１
2011/08/08,13:56:04.4,西表島付近,24°27.7′N,123°57.6′E,8 km,3.8,震度２
2011/08/08,12:46:13.5,茨城県北部,36°40.7′N,140°36.1′E,6 km,3.0,震度１
2011/08/08,10:39:53.5,茨城県北部,36°43.1′N,140°35.7′E,8 km,2.6,震度１
2011/08/08,10:05:37.1,宮城県沖,38°42.2′N,142°15.4′E,39 km,4.4,震度２
2011/08/08,09:20:12.6,新潟県上越地方,37°01.6′N,138°28.9′E,12 km,3.0,震度２
2011/08/08,07:19:54.6,千葉県東方沖,35°24.6′N,140°27.2′E,51 km,3.2,震度１
2011/08/08,05:41:52.0,千葉県東方沖,35°48.0′N,140°54.7′E,12 km,3.7,震度１
2011/08/08,05:34:32.8,宮城県沖,38°34.5′N,142°03.5′E,44 km,3.6,震度１
2011/08/08,05:08:50.0,岩手県沿岸北部,39°45.5′N,141°49.9′E,59 km,3.7,震度１
2011/08/08,05:04:39.9,宮崎県南部山沿い,32°00.7′N,130°58.3′E,0 km,0.9,震度１
2011/08/08,04:55:21.9,福島県沖,36°57.5′N,141°09.3′E,52 km,2.7,震度１
2011/08/08,04:53:51.5,薩摩半島西方沖,31°36.7′N,129°37.9′E,6 km,3.0,震度１
2011/08/08,03:43:16.9,茨城県沖,36°48.3′N,141°21.2′E,31 km,3.8,震度１
2011/08/08,01:24:40.4,宮城県沖,38°25.9′N,142°09.8′E,32 km,3.6,震度１
2011/08/08,00:36:49.5,福島県浜通り,37°05.6′N,140°48.1′E,4 km,2.0,震度１
2011/08/08,00:11:13.5,福島県浜通り,37°05.1′N,140°48.2′E,5 km,2.1,震度１
