地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2003/05/28,21:46:53.7,宮城県沖,38°48.2′N,141°36.2′E,70 km,3.1,震度１
2003/05/28,20:56:11.5,宮城県沖,38°56.4′N,141°39.8′E,69 km,3.8,震度２
2003/05/28,18:38:50.0,宮城県北部,38°53.1′N,141°40.0′E,65 km,3.2,震度１
2003/05/28,18:00:42.0,宮城県沖,38°49.3′N,141°41.2′E,75 km,3.4,震度１
2003/05/28,17:57:15.1,宮城県北部,38°52.5′N,141°40.0′E,65 km,3.2,震度２
2003/05/28,17:54:15.8,宮城県北部,38°53.0′N,141°39.1′E,69 km,3.7,震度１
2003/05/28,15:44:18.8,宮城県沖,38°47.1′N,141°38.9′E,66 km,2.8,震度１
2003/05/28,13:50:01.2,山形県村山地方,38°14.2′N,140°14.3′E,10 km,3.4,震度２
2003/05/28,12:10:38.1,三重県南部,34°16.8′N,136°12.1′E,39 km,3.4,震度１
2003/05/28,12:01:40.1,宮城県沖,38°49.0′N,141°38.2′E,68 km,3.2,震度１
2003/05/28,11:53:03.2,宮城県沖,38°47.9′N,141°37.5′E,72 km,3.2,震度１
2003/05/28,11:02:24.9,宮城県沖,38°49.6′N,141°38.6′E,64 km,2.9,震度１
2003/05/28,08:19:20.5,和歌山県北部,33°55.8′N,135°12.2′E,7 km,3.1,震度２
2003/05/28,08:16:52.7,長野県南部,35°51.7′N,137°35.9′E,7 km,1.8,震度１
2003/05/28,07:50:36.9,宮城県沖,38°46.3′N,141°37.9′E,68 km,3.8,震度２
2003/05/28,07:27:37.9,宮城県沖,38°52.4′N,141°36.5′E,74 km,3.4,震度１
2003/05/28,06:24:14.3,宮城県沖,38°51.0′N,141°37.2′E,73 km,4.5,震度３
2003/05/28,06:05:16.6,宮城県北部,38°55.8′N,141°38.0′E,75 km,3.8,震度２
2003/05/28,05:48:58.5,宮城県沖,38°47.7′N,141°36.0′E,71 km,4.0,震度２
2003/05/28,05:24:08.4,宮城県沖,38°48.8′N,141°35.9′E,75 km,4.0,震度２
2003/05/28,04:14:47.1,宮城県沖,38°56.4′N,141°39.8′E,69 km,3.7,震度１
2003/05/28,01:29:50.6,宮城県沖,38°49.0′N,141°36.6′E,70 km,3.0,震度１
2003/05/28,00:27:51.6,宮城県沖,38°50.6′N,141°39.1′E,64 km,3.4,震度１
2003/05/28,00:17:45.9,宮城県沖,38°47.3′N,141°37.8′E,72 km,3.6,震度１
