地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2016/07/29,17:07:32.3,熊本県熊本地方,32°44.1′N,130°43.8′E,10 km,2.3,震度１
2016/07/29,15:23:21.0,熊本県熊本地方,32°41.9′N,130°47.1′E,8 km,2.2,震度１
2016/07/29,15:00:16.4,熊本県熊本地方,32°47.7′N,130°42.0′E,6 km,1.1,震度１
2016/07/29,14:34:37.6,熊本県天草・芦北地方,32°28.3′N,130°34.7′E,7 km,2.4,震度１
2016/07/29,14:26:08.0,熊本県熊本地方,32°48.6′N,130°37.9′E,6 km,2.0,震度１
2016/07/29,12:42:15.9,宮城県沖,38°25.3′N,142°12.8′E,29 km,4.2,震度２
2016/07/29,10:15:00.4,鹿児島県薩摩地方,32°13.0′N,130°07.3′E,7 km,1.9,震度１
2016/07/29,06:55:39.8,択捉島南東沖,44°50.6′N,149°01.8′E,30 km,4.7,震度１
2016/07/29,05:38:41.2,熊本県熊本地方,32°47.1′N,130°51.1′E,10 km,2.4,震度１
2016/07/29,01:10:23.9,青森県東方沖,40°44.9′N,142°12.3′E,48 km,3.2,震度１
