地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2008/06/20,22:33:58.2,宮城県北部,38°50.4′N,140°46.5′E,2 km,2.6,震度１
2008/06/20,22:06:52.7,宮城県北部,38°50.5′N,140°46.7′E,3 km,2.7,震度１
2008/06/20,21:56:24.4,宮城県北部,38°55.9′N,140°52.9′E,8 km,2.6,震度１
2008/06/20,21:51:18.0,宮城県北部,38°47.9′N,140°46.8′E,3 km,2.4,震度１
2008/06/20,21:50:03.6,宮城県北部,38°47.8′N,140°46.6′E,2 km,2.3,震度１
2008/06/20,21:40:00.0,岩手県内陸南部,39°05.3′N,140°54.0′E,10 km,3.3,震度１
2008/06/20,20:38:20.7,岩手県内陸南部,39°06.3′N,140°56.8′E,10 km,3.2,震度１
2008/06/20,19:53:13.8,宮城県北部,38°46.8′N,140°45.7′E,3 km,2.8,震度１
2008/06/20,19:47:08.5,宮城県北部,38°46.7′N,140°45.7′E,3 km,2.6,震度１
2008/06/20,18:07:27.5,宮城県北部,38°51.8′N,140°44.7′E,3 km,2.6,震度１
2008/06/20,17:05:27.4,宮城県北部,38°50.3′N,140°49.3′E,5 km,2.9,震度２
2008/06/20,15:47:44.9,宮城県北部,38°47.2′N,140°46.9′E,2 km,2.9,震度１
2008/06/20,12:01:38.3,宮城県北部,38°48.4′N,140°50.0′E,5 km,1.9,震度１
2008/06/20,11:10:33.9,宮城県北部,38°54.5′N,140°50.2′E,3 km,3.0,震度１
2008/06/20,10:32:37.0,石川県能登地方,37°20.4′N,136°45.3′E,7 km,3.4,震度２
2008/06/20,02:32:06.6,岩手県内陸南部,39°10.1′N,140°57.9′E,10 km,3.9,震度２
